6/12/2014 12:21:05 AM	20.757922	21.402002	20.665080	22.892602	23.147663	24.679885	24.797054	18.952616	19.342054	21.050846	19.117597	20.410719	18.774945	18.539333	20.809035	19.329756	46.898851	47.039045	46.686370	44.084993	47.385639	37.158235	38.761253	39.383089	40.119467	0.151468	-0.002632
6/12/2014 12:22:05 AM	20.754212	21.402265	20.670401	22.893767	23.155496	24.659448	24.791917	18.959936	19.385178	21.053277	19.138663	20.407188	18.776657	18.541769	20.811828	19.336892	46.901670	47.036619	46.688370	44.086156	47.386573	37.160972	38.761105	39.382482	40.117631	0.150052	-0.001805
6/12/2014 12:23:05 AM	20.771838	21.406163	20.686223	22.908475	23.158125	24.644254	24.793103	18.970716	19.392880	21.062231	19.182542	20.411811	18.782734	18.551105	20.822590	19.347850	47.400211	47.036390	46.685223	44.078108	47.386163	37.256304	38.766629	39.382269	40.122991	0.150484	-0.002769
6/12/2014 12:24:05 AM	20.787843	21.407356	20.690126	22.910388	23.154631	24.622945	24.776655	18.987471	19.350131	21.047354	19.123867	20.414994	18.779588	18.554293	20.822701	19.341631	47.403554	47.238724	46.683387	44.086271	47.388458	37.159497	38.762695	39.382187	40.112222	0.150130	-0.002264
6/12/2014 4:24:37 PM	20.850478	22.027213	20.974546	22.176225	23.064295	38.500374	35.678907	18.828406	27.875794	23.359322	26.383230	24.252227	18.801446	18.600949	21.169379	19.455886	48.696843	49.239804	47.379000	44.384002	47.778112	38.858929	43.472483	45.067765	44.708025	0.150543	0.000000	-0.002441	0.000000
6/12/2014 4:25:37 PM	20.833030	22.022232	20.946987	22.121455	23.067609	38.483183	35.692887	18.812011	28.419071	23.355428	26.742876	24.400116	18.801698	18.600114	21.165838	19.461743	47.402276	48.540863	47.380328	44.381773	47.779734	38.559739	43.573831	44.674652	44.502659	0.150189	0.000000	-0.002592	0.000000
6/12/2014 4:26:37 PM	20.811108	22.025952	20.908994	22.105331	23.065198	38.459805	35.682654	18.781726	28.724682	23.340042	27.189382	24.529307	18.792944	18.596607	21.153672	19.462578	47.400375	48.641014	47.083925	44.380544	47.778964	39.558918	43.575568	44.674292	44.505642	0.187857	0.000000	-0.002658	0.000000
6/12/2014 4:27:37 PM	20.780684	22.011077	20.870988	22.068448	23.054302	38.453142	35.683465	18.793768	28.601551	23.337078	27.292029	24.526346	18.797205	18.597250	21.149619	19.471900	47.999787	48.740706	48.081940	44.384478	47.779423	38.457260	43.674539	44.281983	44.406409	0.150917	0.000000	-0.002337	0.000000
6/12/2014 4:28:37 PM	20.783316	22.012082	20.849419	22.066927	23.056748	38.439898	35.695516	18.775234	28.270462	23.323305	26.737080	24.506467	18.799842	18.610383	21.144125	19.489182	47.995607	48.637736	48.085399	44.084042	47.779308	38.161791	43.973466	44.285114	44.508691	0.151075	0.000000	-0.002717	0.000000
6/12/2014 4:29:37 PM	20.760686	21.993086	20.821733	22.060200	23.067691	38.428280	35.636434	18.728678	28.272384	23.307575	26.756433	24.483912	18.778257	18.588071	21.116447	19.458931	47.994263	48.634933	48.082399	44.087238	47.780931	38.062689	43.872890	44.185225	44.606498	0.150524	0.000000	-0.001819	0.000000
6/12/2014 4:30:37 PM	20.744260	21.990570	20.787969	22.044153	23.064276	38.412452	35.631807	18.696478	28.031747	23.299835	26.592214	24.411910	18.768496	18.575774	21.102192	19.452974	47.699745	48.541093	47.683534	44.182455	47.779833	38.258828	43.572700	44.186110	44.603416	0.150661	0.000000	-0.001819	0.000000
6/12/2014 4:31:37 PM	20.709852	21.978212	20.758620	22.062827	23.068333	38.408094	35.621018	18.709599	28.068270	23.297404	26.453753	24.457729	18.772026	18.588715	21.110770	19.459395	47.698729	48.440926	47.785471	44.082042	47.976807	38.059411	43.572913	44.185111	45.502265	0.150917	0.000000	-0.001989	0.000000
6/12/2014 4:32:37 PM	20.728498	21.995935	20.751076	22.122762	23.070717	38.404576	35.621594	18.724478	28.282754	23.288975	26.735014	24.598003	18.772610	18.594367	21.117312	19.455458	47.801748	48.340267	47.781291	44.083517	49.054713	38.060395	43.573781	44.186864	45.899720	0.150878	0.000000	-0.002015	0.000000
6/12/2014 4:33:37 PM	20.764024	22.029075	20.803398	22.224085	23.075167	38.394199	35.639730	18.785763	28.664470	23.306039	27.193389	24.744101	18.771468	18.595396	21.121047	19.474027	47.998886	48.538913	48.080957	44.083108	48.957874	38.054609	43.573601	44.185160	46.002067	0.148537	0.000000	-0.002055	0.000000
6/12/2014 4:34:37 PM	20.815698	22.064996	20.871866	22.307618	23.088885	38.395642	35.634042	18.813827	28.972615	23.299751	27.478759	24.872261	18.767145	18.574242	21.103733	19.466451	47.998558	48.539421	48.080400	44.185619	48.956317	38.059854	43.572224	44.186668	46.401883	0.150111	0.000000	-0.002553	0.000000
6/12/2014 4:35:37 PM	20.879582	22.088939	20.910644	22.377729	23.086852	38.380644	35.659851	18.822642	28.866218	23.289068	27.244364	24.845575	18.749723	18.560980	21.098446	19.439457	47.301191	48.635097	48.584333	44.185733	48.955382	38.061854	43.476991	44.185684	46.404014	0.150248	0.000000	-0.002094	0.000000
6/12/2014 4:36:37 PM	20.948379	22.104806	20.970771	22.428580	23.098018	38.376721	35.623817	18.837289	28.339357	23.296988	26.831937	24.848446	18.746819	18.542149	21.095548	19.432034	48.699056	48.738788	47.383721	44.186405	48.955694	38.159464	43.674850	44.184045	46.402162	0.188309	0.000000	-0.002651	0.000000
