,,,,Minute Level SiteSage Data,, 2014-07-29 22:16:00,Customer: ,Giulia Marinello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Column name is Energy Monitor Channel Number-Circuit Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Columns contain average power usage(production) in watts for minute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Voltage is average voltage for minute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,,3,,5,6,7,8,9,10,11,12,13,,A-1,A-2,A-3,A-4,A-5,,A-7,A-8,A-9,A-10,B-1,B-2,,,,,,,,,,,,,,,,,,,14881,
Date/Time,,Main Power,,Oven,,Furnace fan,Office outlet,Basement outlets and lights,Office outlet{1},Dining Room outlets,Basement closet light,Basement lights,Living Room outlet,Air Conditioner,,washing machine,Basement lights{1},First Floor lights and outlets,Kitchen outlet,clothes dryer,,Second Floor lights and outlets,S bedroom outlet,First floor outlets and lights,East bedroom outlets,Second Floor outlets,Refrigerator,,,,,,,,,,,,,,,,,,,Voltage,Outdoor Temp
2014-02-19 03:04:00,0,641,0,0,0,571,0,56,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.8,0
2014-02-19 03:05:00,0,639,0,0,0,569,0,55,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.2,0
2014-02-19 03:06:00,0,638,0,0,0,568,0,55,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0
2014-02-19 03:07:00,0,640,0,0,0,570,0,55,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.4,0
2014-02-19 03:08:00,0,641,0,0,0,571,0,56,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.6,0
2014-02-19 03:09:00,0,708,0,0,0,637,0,56,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.6,0
2014-02-19 03:10:00,0,880,0,0,0,812,0,55,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.5,0
2014-02-19 03:11:00,0,845,0,0,0,777,0,55,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.4,0
2014-02-19 03:12:00,0,732,0,0,0,663,0,55,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.4,0
2014-02-19 03:13:00,0,634,0,0,0,564,0,55,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.4,0
2014-02-19 03:14:00,0,637,0,0,0,568,0,55,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.4,0
2014-02-19 03:15:00,0,637,0,0,0,568,0,55,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.5,0
2014-02-19 03:16:00,0,638,0,0,0,569,0,55,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.5,0
2014-02-19 03:17:00,0,639,0,0,0,569,0,55,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.6,0
2014-02-19 03:18:00,0,639,0,0,0,570,0,55,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.7,0
2014-02-19 03:19:00,0,639,0,0,0,569,0,55,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.6,0
2014-02-19 03:20:00,0,639,0,0,0,570,0,55,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.6,0
2014-02-19 03:21:00,0,639,0,0,0,569,0,55,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.4,0
2014-02-19 03:22:00,0,639,0,0,0,570,0,55,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.4,0
2014-02-19 03:23:00,0,639,0,0,0,569,0,55,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.5,0
2014-02-19 03:24:00,0,640,0,0,0,570,0,55,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.8,0
2014-02-19 03:25:00,0,639,0,0,0,570,0,55,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.7,0
2014-02-19 03:26:00,0,736,0,0,0,570,0,55,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.8,0
2014-02-19 03:27:00,0,754,0,0,0,570,0,55,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.7,0
2014-02-19 03:28:00,0,752,0,0,0,570,0,55,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.6,0
2014-02-19 03:29:00,0,750,0,0,0,570,0,55,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.6,40
2014-02-19 03:30:00,0,749,0,0,0,571,0,55,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.7,0
2014-02-19 03:31:00,0,748,0,0,0,571,0,55,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.7,0
2014-02-19 03:32:00,0,747,0,0,0,570,0,55,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.5,0
2014-02-19 03:33:00,0,745,0,0,0,570,0,55,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.5,0
2014-02-19 03:34:00,0,743,0,0,0,570,0,55,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.5,0
2014-02-19 03:35:00,0,743,0,0,0,570,0,55,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.6,0
2014-02-19 03:36:00,0,745,0,0,0,570,0,55,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.6,0
2014-02-19 03:37:00,0,743,0,0,0,570,0,55,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.5,0
2014-02-19 03:38:00,0,936,0,0,0,765,0,55,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.6,0
2014-02-19 03:39:00,0,954,0,0,0,782,0,55,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.6,0
2014-02-19 03:40:00,0,941,0,0,0,770,0,56,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.5,0
2014-02-19 03:41:00,0,785,0,0,0,614,0,55,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.6,0
2014-02-19 03:42:00,0,720,0,0,0,564,0,55,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.3,0
2014-02-19 03:43:00,0,636,0,0,0,566,0,55,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.2,0
2014-02-19 03:44:00,0,640,0,0,0,570,0,56,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.9,0
2014-02-19 03:45:00,0,640,0,0,0,571,0,55,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.1,0
2014-02-19 03:46:00,0,639,0,0,0,569,0,55,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.7,0
2014-02-19 03:47:00,0,638,0,0,0,568,0,55,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.2,0
2014-02-19 03:48:00,0,638,0,0,0,568,0,55,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.2,0
2014-02-19 03:49:00,0,638,0,0,0,569,0,55,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.2,0
2014-02-19 03:50:00,0,637,0,0,0,568,0,55,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.9,0
2014-02-19 03:51:00,0,637,0,0,0,567,0,55,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.7,0
2014-02-19 03:52:00,0,635,0,0,0,566,0,55,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.7,0
2014-02-19 03:53:00,0,639,0,0,0,570,0,55,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.6,0
2014-02-19 03:54:00,0,641,0,0,0,571,0,55,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0
2014-02-19 03:55:00,0,639,0,0,0,570,0,55,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.6,0
2014-02-19 03:56:00,0,639,0,0,0,570,0,55,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.5,0
2014-02-19 03:57:00,0,639,0,0,0,570,0,55,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.6,0
2014-02-19 03:58:00,0,710,0,0,0,640,0,55,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.4,0
2014-02-19 03:59:00,0,869,0,0,0,801,0,55,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.1,0
2014-02-19 04:00:00,0,837,0,0,0,770,0,55,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0
2014-02-19 04:01:00,0,793,0,0,0,725,0,55,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.9,0
2014-02-19 04:02:00,0,629,0,0,0,560,0,55,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0
2014-02-19 04:03:00,0,634,0,0,0,564,0,55,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.9,0
2014-02-19 04:04:00,0,636,0,0,0,566,0,55,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0
2014-02-19 04:05:00,0,636,0,0,0,566,0,55,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.9,0
2014-02-19 04:06:00,0,636,0,0,0,567,0,55,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0
2014-02-19 04:07:00,0,637,0,0,0,567,0,55,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0
2014-02-19 04:08:00,0,638,0,0,0,568,0,55,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.2,0
2014-02-19 04:09:00,0,638,0,0,0,568,0,55,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.2,0
2014-02-19 04:10:00,0,638,0,0,0,569,0,55,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.2,0
2014-02-19 04:11:00,0,638,0,0,0,569,0,55,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.2,0
2014-02-19 04:12:00,0,638,0,0,0,569,0,55,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.2,0
2014-02-19 04:13:00,0,638,0,0,0,569,0,55,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.2,0
2014-02-19 04:14:00,0,638,0,0,0,569,0,55,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.2,0
2014-02-19 04:15:00,0,832,0,0,0,764,0,55,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0
2014-02-19 04:16:00,0,839,0,0,0,771,0,55,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.6,0
2014-02-19 04:17:00,0,830,0,0,0,762,0,55,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.6,0
2014-02-19 04:18:00,0,709,0,0,0,640,0,55,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0
2014-02-19 04:19:00,0,632,0,0,0,562,0,55,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.1,0
2014-02-19 04:20:00,0,636,0,0,0,566,0,55,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.2,0
2014-02-19 04:21:00,0,637,0,0,0,567,0,55,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.4,0
2014-02-19 04:22:00,0,638,0,0,0,568,0,55,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.4,0
2014-02-19 04:23:00,0,638,0,0,0,568,0,55,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.3,0
2014-02-19 04:24:00,0,638,0,0,0,568,0,55,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.2,0
2014-02-19 04:25:00,0,637,0,0,0,568,0,55,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.1,0
2014-02-19 04:26:00,0,686,0,0,0,568,0,55,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.9,0
2014-02-19 04:27:00,0,756,0,0,0,567,0,55,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.7,0
2014-02-19 04:28:00,0,748,0,0,0,567,0,55,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.6,38
2014-02-19 04:29:00,0,745,0,0,0,565,0,55,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.1,0
2014-02-19 04:30:00,0,881,0,0,0,704,0,54,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.9,0
2014-02-19 04:31:00,0,949,0,0,0,773,0,55,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.4,0
2014-02-19 04:32:00,0,939,0,0,0,764,0,55,0,0,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.6,0
2014-02-19 04:33:00,0,883,0,0,0,708,0,55,0,0,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.8,0
2014-02-19 04:34:00,0,735,0,0,0,560,0,55,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.1,0
2014-02-19 04:35:00,0,739,0,0,0,565,0,55,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.1,0
2014-02-19 04:36:00,0,741,0,0,0,567,0,55,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.1,0
2014-02-19 04:37:00,0,741,0,0,0,567,0,55,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.1,0
2014-02-19 04:38:00,0,741,0,0,0,568,0,55,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0
2014-02-19 04:39:00,0,739,0,0,0,566,0,55,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.9,0
2014-02-19 04:40:00,0,739,0,0,0,567,0,55,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0
2014-02-19 04:41:00,0,741,0,0,0,569,0,55,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.4,0
2014-02-19 04:42:00,0,739,0,0,0,569,0,55,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.2,0
2014-02-19 04:43:00,0,702,0,0,0,569,0,55,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.2,0
2014-02-19 04:44:00,0,725,0,0,0,657,0,55,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.1,0
2014-02-19 04:45:00,0,857,0,0,0,789,0,55,0,0,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.9,0
2014-02-19 04:46:00,0,832,0,0,0,764,0,55,0,0,0,0,0,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.6,0
2014-02-19 04:47:00,0,820,0,0,0,752,0,55,0,0,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.6,0
2014-02-19 04:48:00,0,632,0,0,0,563,0,55,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.2,0
2014-02-19 04:49:00,0,635,0,0,0,565,0,55,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.2,0
2014-02-19 04:50:00,0,636,0,0,0,566,0,55,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.2,0
2014-02-19 04:51:00,0,637,0,0,0,567,0,55,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.3,0
2014-02-19 04:52:00,0,638,0,0,0,568,0,55,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.4,0
2014-02-19 04:53:00,0,639,0,0,0,569,0,55,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.5,0
2014-02-19 04:54:00,0,639,0,0,0,569,0,55,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.3,0
2014-02-19 04:55:00,0,638,0,0,0,568,0,55,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.2,0
2014-02-19 04:56:00,0,637,0,0,0,568,0,55,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.1,0
2014-02-19 04:57:00,0,638,0,0,0,569,0,55,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.2,0
2014-02-19 04:58:00,0,809,0,0,0,740,0,55,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.7,0
2014-02-19 04:59:00,0,838,0,0,0,771,0,55,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.6,0
2014-02-19 05:00:00,0,831,0,0,0,764,0,55,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.8,0
2014-02-19 05:01:00,0,763,0,0,0,695,0,55,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.1,0
2014-02-19 05:02:00,0,631,0,0,0,562,0,55,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.2,0
2014-02-19 05:03:00,0,635,0,0,0,566,0,55,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.1,0
2014-02-19 05:04:00,0,637,0,0,0,567,0,55,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.1,0
2014-02-19 05:05:00,0,637,0,0,0,568,0,55,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.1,0
